latitude,longitude,sample date,mg_diss_water_dl,cl_diss_water_dl,ca_diss_water_dl,no3_no2_n_diss_water_dl,cl_diss_water,ec_phys_water,ph_diss_water_dl,no3_no2_n_diss_water,nh4_n_diss_water_dl,na_diss_water_dl,tal_diss_water,ph_diss_water,na_diss_water,po4_p_diss_water,mg_diss_water,nh4_n_diss_water,so4_diss_water,f_diss_water_dl,ca_diss_water,ec_phys_water_dl,f_diss_water,po4_p_diss_water_dl,tal_diss_water_dl,so4_diss_water_dl
-28.760833,17.730278,02-01-2011,1.5,1.0,1.0,0.05,558.0753333333333,197.1405,2.0,0.20075045315030304,0.05,4.0,100.03616666666666,7.650000000000001,250.40216666666666,0.005000000000000001,48.05733333333333,0.025,95.65233333333333,0.05,149.27466666666666,1.0,0.5327577307083,0.009999999999999998,5.0,3.0
-26.861111,28.884722,03-01-2011,1.3923076923076925,0.3436363636363637,0.5153846153846153,0.0655,57.94533333333334,60.60518518518519,0.9553703703703704,1.3141,0.0615384615384615,0.4690833333333333,74.42923529411765,7.707592592592592,36.869875,0.6861818181818182,8.695307692307692,0.4884615384615384,119.43123529411764,0.0704545454545454,25.063615384615385,0.3739130434782609,0.4114545454545454,0.0756363636363636,3.6882352941176473,1.957692307692308
-26.45,28.085833,03-01-2011,1.4588235294117649,0.6963999999999999,1.0,0.051,50.122551724137935,63.80674999999999,1.7194102564102565,2.115475,0.0544117647058823,1.655135135135135,174.73486666666668,7.961999999999999,78.73702702702704,0.2416333333333333,9.46564705882353,0.3214705882352942,76.26406666666668,0.0527777777777777,17.695115384615388,0.6500000000000001,0.2780555555555555,0.0282666666666666,5.7,2.9615384615384617
-27.671111,27.236944,03-01-2011,1.5,0.09,1.0,2.325,12.542,111.29285714285712,0.2357142857142857,5.577928571428572,0.44375,3.0,155.861,8.358357142857141,67.42,3.2432142857142856,29.65,10.928125,477.813,0.05,146.753,1.0,0.083,0.9292857142857144,5.0,3.0
-27.356667,27.286389,03-01-2011,1.5,0.32875,1.0,1.622,59.52777777777778,111.62,0.7040000000000001,6.24472,0.303125,1.9513333333333327,200.25585714285717,8.20452,45.90688888888889,2.0534,55.181285714285714,6.3510625,193.6123333333333,0.05,74.72757142857144,0.9625,0.092,0.6507999999999998,5.0,3.875
-27.010111,26.698083,04-01-2011,1.5,0.09,1.0,1.5729729729729731,19.746285714285712,91.28225,0.8794871794871796,6.093324324324324,0.283125,2.192,195.25921428571428,8.230512820512821,20.487428571428573,3.439743589743589,43.599714285714285,11.056,140.65721428571428,0.05,65.08821428571427,0.9525,0.2324285714285714,0.602051282051282,5.0,3.0
-25.127778,27.628889,04-01-2011,1.5,0.7020833333333334,1.0,0.0425,47.93970833333333,70.05727272727273,2.0,2.6597500000000003,0.05,2.162086956521739,221.26722727272727,8.11484,112.01139130434784,0.0860833333333333,10.024318181818185,0.2315454545454545,49.61766666666667,0.05,19.783391304347823,0.7954545454545454,0.3068181818181818,0.0139166666666666,5.954545454545454,2.097916666666667
-25.20639,27.558,04-01-2011,1.5,0.6915384615384614,1.0,0.0411538461538461,45.1296923076923,63.52040000000001,2.0,2.5533076923076923,0.05,2.1424800000000004,205.4235416666667,8.078777777777777,103.50051999999998,0.073076923076923,9.64576,0.22228,46.27053846153846,0.05,19.409560000000003,0.7480000000000001,0.28812,0.012076923076923,5.875,2.2807692307692307
-24.69514,27.40906,04-01-2011,1.5,0.487,1.0,0.04,51.328700000000005,57.675,2.0,0.8874000000000002,0.05,0.755,129.88412499999998,7.8725,40.65859999999999,0.1533,18.99225,0.350625,50.8096,0.05,30.2557,0.6625000000000001,0.286625,0.019,6.875,1.285
-26.984722,26.632278,04-01-2011,1.5,0.09,1.0,1.5328947368421053,19.1536,90.2680487804878,0.9075,6.020736842105263,0.2760606060606061,2.2458666666666667,198.33946666666668,8.23995,19.547133333333328,3.353875,42.8912,10.721727272727271,131.63033333333334,0.05,63.78886666666666,0.9536585365853656,0.2395999999999999,0.5872499999999999,5.0,3.0
